,naive_bayes,decision_tree,knn,random_forest,svm
1150,False,True,False,True,False
1151,False,True,False,False,False
1152,False,False,False,False,False
1153,False,False,False,False,False
1154,False,True,True,True,False
1155,False,False,True,False,False
1156,False,False,False,False,False
1157,False,False,False,False,False
1158,False,False,False,False,False
1159,False,False,False,False,False
1160,False,True,False,True,False
1161,False,False,False,False,False
1162,False,True,True,True,False
1163,False,False,False,False,False
1164,False,True,True,True,False
1165,False,True,True,True,False
1166,False,False,False,False,False
1167,False,False,False,False,False
1168,False,False,False,False,False
1169,False,True,True,True,False
1170,False,False,True,True,False
1171,False,True,False,False,False
1172,False,True,True,True,False
1173,False,True,True,True,False
1174,False,False,False,False,False
1175,False,True,True,True,False
1176,False,False,True,True,False
1177,False,True,True,True,False
1178,False,False,False,False,False
1179,False,False,False,False,False
1180,False,False,False,False,False
1181,False,False,False,False,False
1182,False,False,False,False,False
1183,False,False,True,False,False
1184,False,True,True,True,False
1185,False,False,True,False,False
1186,False,True,False,False,False
1187,False,True,True,True,False
1188,False,False,False,False,False
1189,False,False,True,False,False
1190,False,False,False,False,False
1191,False,False,False,False,False
1192,False,False,False,False,False
1193,False,False,False,False,False
1194,False,False,False,False,False
1195,False,False,False,False,False
1196,False,True,False,False,False
1197,False,False,False,False,False
1198,False,True,True,True,False
1199,False,False,True,False,False
1200,False,False,True,False,False
1201,False,False,False,False,False
1202,False,False,False,False,False
1203,False,False,False,False,False
1204,False,False,False,False,False
1205,False,False,False,False,False
1206,False,True,False,True,False
1207,False,False,False,False,False
1208,False,True,True,True,False
1209,False,False,False,False,False
1210,False,True,True,True,False
1211,False,False,False,False,False
1212,False,True,True,True,False
1213,False,False,True,True,False
1214,False,True,False,True,False
1215,False,False,False,False,False
1216,False,True,True,True,False
1217,False,False,False,False,False
1218,False,False,True,False,False
1219,False,True,False,True,False
1220,False,False,True,False,False
1221,False,True,False,True,False
1222,False,True,True,True,False
1223,False,False,True,False,False
1224,False,True,True,True,False
1225,False,False,False,False,False
1226,False,False,False,False,False
1227,False,True,False,False,False
1228,False,False,False,False,False
1229,False,True,True,True,False
1230,False,False,False,False,False
1231,False,False,False,False,False
1232,False,False,False,False,False
1233,False,True,True,True,False
1234,False,True,False,True,False
1235,False,False,False,False,False
1236,False,True,False,False,False
1237,False,False,False,False,False
1238,False,False,False,True,False
1239,False,True,False,True,False
1240,False,False,True,False,False
1241,False,True,False,True,False
1242,False,False,True,False,False
1243,False,True,False,True,False
1244,False,False,False,False,False
1245,False,False,False,False,False
1246,False,False,True,False,False
1247,False,True,False,True,False
1248,False,True,False,True,False
1249,False,True,True,True,False
1250,False,True,True,True,False
1251,False,False,False,False,False
1252,False,True,False,True,False
1253,False,False,False,False,False
1254,False,False,False,False,False
1255,False,True,False,False,False
1256,False,False,False,False,False
1257,False,True,True,True,False
1258,False,True,True,True,False
1259,False,True,False,True,False
1260,False,False,False,False,False
1261,False,True,True,True,False
1262,False,False,False,False,False
1263,False,False,True,False,False
1264,False,True,False,True,False
1265,False,False,False,False,False
1266,False,False,False,True,False
1267,False,False,False,False,False
1268,False,False,False,False,False
1269,False,False,False,False,False
1270,False,False,False,False,False
1271,False,True,False,True,False
1272,False,True,True,True,False
1273,False,True,True,True,False
1274,False,True,True,True,False
1275,False,True,True,True,False
1276,False,True,True,True,False
1277,False,True,False,True,False
1278,False,True,False,True,False
1279,False,True,True,True,False
1280,False,True,True,True,False
1281,False,True,False,True,False
1282,False,False,False,False,False
1283,False,False,False,False,False
1284,False,False,False,False,False
1285,False,True,True,True,False
1286,False,False,False,False,False
1287,False,False,False,False,False
1288,False,True,False,False,False
1289,False,False,True,False,False
1290,False,True,False,True,False
1291,False,True,True,True,False
1292,False,False,True,False,False
1293,False,False,True,False,False
1294,False,False,False,False,False
1295,False,True,True,True,False
1296,False,True,False,True,False
1297,False,True,False,True,False
1298,False,False,False,False,False
1299,False,False,False,False,False
1300,False,False,False,False,False
1301,False,False,False,False,False
1302,False,False,False,False,False
1303,False,False,False,False,False
1304,False,False,False,False,False
1305,False,False,False,False,False
1306,False,False,False,False,False
1307,False,True,False,True,False
1308,False,False,False,False,False
1309,False,False,False,False,False
1310,False,False,False,False,False
1311,False,True,True,True,False
1312,False,True,True,True,False
1313,False,False,False,False,False
1314,False,True,True,True,False
1315,False,True,True,True,False
1316,False,True,True,True,False
1317,False,True,True,False,False
1318,False,False,True,True,False
1319,False,False,False,False,False
1320,False,False,False,False,False
1321,False,False,False,False,False
1322,False,True,False,True,False
1323,False,True,True,True,False
1324,False,True,True,True,False
1325,False,True,True,True,False
1326,False,False,False,False,False
1327,False,True,False,True,False
1328,False,False,True,True,False
1329,False,True,True,True,False
1330,False,True,True,True,False
1331,False,False,False,False,False
1332,False,True,True,True,False
1333,False,True,False,False,False
1334,False,False,False,False,False
1335,False,True,False,True,False
1336,False,True,True,True,False
1337,False,True,True,True,False
1338,False,True,True,True,False
1339,False,True,True,True,False
1340,False,False,False,False,False
1341,False,False,False,False,False
1342,False,False,False,False,False
1343,False,False,True,False,False
1344,False,False,False,False,False
1345,False,True,False,False,False
1346,False,False,False,False,False
1347,False,False,False,False,False
1348,False,True,True,True,False
1349,False,False,True,False,False
1350,False,True,True,True,False
1351,False,False,False,False,False
1352,False,True,False,False,False
1353,False,False,False,False,False
1354,False,False,False,True,False
1355,False,False,False,False,False
1356,False,True,True,True,False
1357,False,False,False,False,False
1358,False,False,False,False,False
1359,False,False,True,False,False
1360,False,True,False,True,False
1361,False,False,True,True,False
1362,False,False,False,False,False
1363,False,False,False,False,False
1364,False,True,True,True,False
1365,False,False,False,False,False
1366,False,False,True,False,False
1367,False,True,True,True,False
1368,False,False,False,False,False
1369,False,False,False,False,False
1370,False,False,False,False,False
1371,False,False,False,False,False
1372,False,False,False,False,False
1373,False,False,False,False,False
1374,False,False,False,False,False
1375,False,False,False,False,False
1376,False,False,False,False,False
1377,False,False,False,False,False
1378,False,False,False,False,False
1379,False,False,True,False,False
1380,False,True,True,True,False
1381,False,False,True,True,False
1382,False,False,True,False,False
1383,False,False,False,False,False
1384,False,False,False,False,False
1385,False,False,True,False,False
1386,False,False,False,False,False
1387,False,False,False,False,False
1388,False,False,False,False,False
1389,False,False,False,False,False
1390,False,False,False,False,False
1391,False,False,False,False,False
1392,False,False,False,False,False
1393,False,True,False,True,False
1394,False,False,False,False,False
1395,False,False,False,False,False
1396,False,True,False,True,False
1397,False,True,True,False,False
1398,False,False,False,False,False
1399,False,False,False,False,False
1400,False,False,False,False,False
1401,False,True,True,False,False
1402,False,True,False,True,False
1403,False,True,False,True,False
1404,False,True,False,True,False
1405,False,False,False,False,False
1406,False,False,False,False,False
1407,False,False,False,False,False
1408,False,False,False,False,False
1409,False,True,False,True,False
1410,False,True,True,True,False
1411,False,False,False,False,False
1412,False,False,True,False,False
1413,False,False,False,False,False
1414,False,False,False,False,False
1415,False,False,False,False,False
1416,False,False,False,False,False
1417,False,True,False,True,False
1418,False,True,False,True,False
1419,False,False,False,False,False
1420,False,False,False,False,False
1421,False,False,False,False,False
1422,False,False,False,False,False
1423,False,False,False,False,False
1424,False,False,False,False,False
1425,False,True,True,True,False
1426,False,False,False,False,False
1427,False,False,False,False,False
1428,False,False,False,False,False
1429,False,True,True,True,False
1430,False,False,False,False,False
1431,False,False,False,False,False
1432,False,False,False,False,False
1433,False,False,True,False,False
1434,False,False,False,False,False
1435,False,False,False,False,False
1436,False,False,True,False,False
1437,False,False,False,False,False
1438,False,False,False,False,False
1439,False,False,False,False,False
1440,False,False,False,False,False
1441,False,False,False,False,False
1442,False,False,False,False,False
1443,False,False,False,False,False
1444,False,False,False,False,False
1445,False,True,False,True,False
1446,False,True,False,True,False
1447,False,True,True,True,False
1448,False,False,False,False,False
1449,False,False,False,False,False
1450,False,True,True,True,False
1451,False,True,True,True,False
1452,False,True,True,True,False
1453,False,False,True,False,False
1454,False,True,False,True,False
1455,False,True,True,True,False
1456,False,False,True,False,False
1457,False,True,True,True,False
1458,False,True,True,True,False
1459,False,False,False,False,False
1460,False,False,False,False,False
1461,False,False,True,False,False
1462,False,False,False,False,False
1463,False,False,False,False,False
1464,False,True,True,True,False
1465,False,True,True,True,False
1466,False,True,True,True,False
1467,False,True,True,True,False
1468,False,True,True,True,False
1469,False,False,True,True,False
1470,False,False,False,True,False
1471,False,True,False,True,False
1472,False,True,True,True,False
1473,False,False,False,False,False
1474,False,True,True,True,False
1475,False,False,False,False,False
1476,False,True,False,False,False
1477,False,True,True,True,False
1478,False,False,False,False,False
1479,False,False,False,False,False
1480,False,False,False,False,False
1481,False,False,False,False,False
1482,False,False,False,False,False
1483,False,False,False,False,False
1484,False,False,False,False,False
1485,False,True,False,True,False
1486,False,False,False,False,False
1487,False,False,False,False,False
1488,False,True,False,True,False
1489,False,True,True,True,False
1490,False,True,False,True,False
1491,False,True,False,True,False
1492,False,False,False,False,False
1493,False,False,False,False,False
1494,False,False,False,False,False
1495,False,False,False,False,False
1496,False,False,False,False,False
1497,False,False,False,False,False
1498,False,False,True,False,False
1499,False,False,False,False,False
1500,False,False,True,False,False
1501,False,False,False,False,False
1502,False,True,False,True,False
1503,False,False,False,False,False
1504,False,False,True,False,False
1505,False,True,False,False,False
1506,False,False,False,False,False
1507,False,True,True,True,False
1508,False,False,False,False,False
1509,False,False,False,False,False
1510,False,True,True,True,False
1511,False,False,False,False,False
1512,False,False,False,False,False
1513,False,False,False,False,False
1514,False,False,True,False,False
1515,False,False,False,False,False
1516,False,False,False,False,False
1517,False,True,True,False,False
1518,False,True,True,True,False
1519,False,False,False,False,False
1520,False,False,False,False,False
1521,False,False,False,False,False
1522,False,False,False,False,False
1523,False,True,False,False,False
1524,False,False,False,False,False
1525,False,True,True,True,False
1526,False,False,False,False,False
1527,False,False,False,False,False
1528,False,True,True,True,False
1529,False,False,False,False,False
1530,False,False,False,False,False
1531,False,True,False,True,False
1532,False,True,True,True,False
1533,False,False,False,False,False
1534,False,True,False,True,False
1535,False,False,False,False,False
1536,False,False,False,False,False
1537,False,False,False,False,False
1538,False,False,False,False,False
1539,False,False,False,False,False
1540,False,False,False,False,False
1541,False,False,False,False,False
1542,False,True,False,True,False
1543,False,False,False,False,False
1544,False,False,False,False,False
1545,False,False,False,False,False
1546,False,False,True,False,False
1547,False,False,False,False,False
1548,False,True,False,True,False
1549,False,False,False,False,False
1550,False,True,False,False,False
1551,False,False,False,False,False
1552,False,True,False,False,False
1553,False,False,False,False,False
1554,False,False,False,False,False
1555,False,False,False,False,False
1556,False,False,False,False,False
1557,False,False,True,False,False
1558,False,False,False,False,False
1559,False,False,True,False,False
1560,False,False,False,False,False
1561,False,False,False,False,False
1562,False,False,True,False,False
1563,False,False,False,False,False
1564,False,False,False,False,False
1565,False,True,False,True,False
1566,False,False,False,False,False
1567,False,False,False,False,False
1568,False,False,False,False,False
1569,False,False,False,False,False
1570,False,False,False,False,False
1571,False,False,True,False,False
1572,False,False,False,False,False
1573,False,False,False,False,False
1574,False,False,True,False,False
1575,False,True,True,False,False
1576,False,False,True,False,False
1577,False,True,True,True,False
1578,False,False,True,False,False
1579,False,False,False,False,False
1580,False,False,False,False,False
1581,False,False,False,False,False
1582,False,True,True,True,False
1583,False,False,False,False,False
1584,False,False,False,False,False
1585,False,False,False,False,False
1586,False,False,False,False,False
1587,False,False,False,False,False
1588,False,True,False,False,False
1589,False,False,False,False,False
1590,False,False,False,False,False
1591,False,False,False,False,False
1592,False,False,False,False,False
1593,False,True,False,True,False
1594,False,False,False,False,False
1595,False,False,False,False,False
1596,False,False,False,False,False
1597,False,False,False,False,False
1598,False,False,False,False,False
1599,False,True,False,False,False
1600,False,False,True,False,False
1601,False,True,True,True,False
1602,False,False,False,False,False
1603,False,False,False,False,False
1604,False,True,False,True,False
1605,False,False,True,False,False
1606,False,False,True,False,False
1607,False,True,False,True,False
1608,False,True,False,True,False
1609,False,False,False,False,False
1610,False,False,False,False,False
1611,False,True,False,True,False
1612,False,False,False,False,False
1613,False,False,False,False,False
1614,False,True,True,False,False
1615,False,False,False,False,False
1616,False,False,False,False,False
1617,False,True,True,True,False
1618,False,True,False,True,False
1619,False,False,False,False,False
1620,False,False,False,True,False
1621,False,False,False,False,False
1622,False,False,False,False,False
1623,False,False,False,False,False
1624,False,False,True,False,False
1625,False,True,True,True,False
1626,False,True,False,True,False
1627,False,False,False,False,False
1628,False,True,True,True,False
1629,False,False,False,False,False
1630,False,False,False,False,False
1631,False,False,True,False,False
1632,False,True,False,True,False
1633,False,True,False,True,False
1634,False,False,False,False,False
1635,False,False,True,False,False
1636,False,True,False,False,False
1637,False,False,True,True,False
1638,False,False,False,False,False
1639,False,True,True,True,False
1640,False,False,False,False,False
1641,False,False,False,False,False
1642,False,True,False,False,False
1643,False,True,True,True,False
1644,False,False,False,False,False
1645,False,False,False,False,False
1646,False,True,True,True,False
1647,False,False,False,False,False
1648,False,False,True,False,False
1649,False,True,False,False,False
1650,False,False,False,False,False
1651,False,False,False,False,False
1652,False,False,False,False,False
1653,False,True,False,True,False
1654,False,False,False,True,False
1655,False,True,True,True,False
1656,False,True,True,True,False
1657,False,True,True,False,False
1658,False,True,False,True,False
1659,False,True,True,True,False
1660,False,False,False,False,False
1661,False,False,False,False,False
1662,False,True,False,True,False
1663,False,False,False,False,False
1664,False,False,False,False,False
1665,False,True,True,True,False
1666,False,True,True,True,False
1667,False,False,False,False,False
1668,False,True,False,True,False
1669,False,False,False,False,False
1670,False,True,True,True,False
1671,False,False,False,False,False
1672,False,False,False,False,False
1673,False,False,False,False,False
1674,False,True,True,True,False
1675,False,True,False,True,False
1676,False,True,True,False,False
1677,False,True,True,True,False
1678,False,False,True,True,False
1679,False,True,False,True,False
1680,False,False,False,False,False
1681,False,True,True,True,False
1682,False,True,False,True,False
1683,False,False,False,False,False
1684,False,False,False,False,False
1685,False,False,False,False,False
1686,False,False,True,False,False
1687,False,True,False,True,False
1688,False,False,True,False,False
1689,False,False,False,False,False
1690,False,False,False,False,False
1691,False,False,True,False,False
1692,False,True,False,False,False
1693,False,True,False,True,False
1694,False,True,True,True,False
1695,False,True,False,True,False
1696,False,True,False,False,False
1697,False,False,False,False,False
1698,False,False,False,False,False
1699,False,False,False,False,False
1700,False,True,False,True,False
1701,False,False,False,False,False
1702,False,True,True,False,False
1703,False,True,False,True,False
1704,False,False,False,False,False
1705,False,False,False,False,False
1706,False,False,True,False,False
1707,False,False,False,False,False
1708,False,False,False,False,False
1709,False,False,False,False,False
1710,False,True,False,False,False
1711,False,True,False,True,False
1712,False,True,False,True,False
1713,False,False,False,False,False
1714,False,False,False,False,False
1715,False,False,False,False,False
1716,False,False,False,False,False
1717,False,False,False,False,False
1718,False,True,False,True,False
1719,False,True,False,True,False
1720,False,False,False,False,False
1721,False,False,False,False,False
1722,False,False,False,False,False
1723,False,False,False,False,False
1724,False,False,True,False,False
1725,False,True,True,True,False
1726,False,False,False,False,False
1727,False,False,False,False,False
1728,False,False,False,False,False
1729,False,False,False,False,False
1730,False,True,True,True,False
1731,False,False,False,False,False
1732,False,False,False,False,False
1733,False,False,False,False,False
1734,False,True,False,True,False
1735,False,False,False,False,False
1736,False,True,False,True,False
1737,False,False,False,False,False
1738,False,False,False,False,False
1739,False,False,False,False,False
1740,False,False,False,False,False
1741,False,True,True,True,False
1742,False,True,True,True,False
1743,False,False,False,False,False
1744,False,False,True,False,False
1745,False,True,True,True,False
1746,False,False,False,False,False
1747,False,False,False,False,False
1748,False,True,True,True,False
1749,False,True,False,True,False
1750,False,True,True,True,False
1751,False,False,False,False,False
1752,False,True,False,True,False
1753,False,True,True,True,False
1754,False,True,True,True,False
1755,False,True,True,True,False
1756,False,False,False,False,False
1757,False,False,False,False,False
1758,False,False,False,False,False
1759,False,False,False,False,False
1760,False,False,False,False,False
1761,False,True,False,True,False
1762,False,True,True,True,False
1763,False,False,False,False,False
1764,False,True,False,True,False
1765,False,False,False,False,False
1766,False,True,False,False,False
1767,False,False,False,False,False
1768,False,True,False,False,False
1769,False,True,True,True,False
1770,False,True,False,True,False
1771,False,False,False,False,False
1772,False,False,False,False,False
1773,False,False,False,False,False
1774,False,True,True,True,False
1775,False,True,False,True,False
1776,False,True,False,True,False
1777,False,False,False,False,False
1778,False,True,True,True,False
1779,False,True,True,True,False
1780,False,True,True,True,False
1781,False,False,False,False,False
1782,False,False,False,False,False
1783,False,False,False,False,False
1784,False,True,True,True,False
1785,False,False,False,True,False
1786,False,False,False,False,False
1787,False,False,False,False,False
1788,False,False,True,False,False
1789,False,False,False,False,False
1790,False,True,True,True,False
1791,False,False,False,False,False
1792,False,False,True,True,False
1793,False,True,False,True,False
1794,False,True,False,True,False
1795,False,False,True,False,False
1796,False,False,False,False,False
1797,False,True,True,True,False
1798,False,False,False,False,False
1799,False,True,True,True,False
1800,False,False,True,False,False
1801,False,False,True,False,False
1802,False,False,False,False,False
1803,False,False,True,False,False
1804,False,False,False,True,False
1805,False,False,False,False,False
1806,False,False,True,False,False
1807,False,False,False,False,False
1808,False,False,False,True,False
1809,False,False,False,False,False
1810,False,True,False,True,False
1811,False,False,True,False,False
1812,False,True,True,True,False
1813,False,True,True,True,False
1814,False,False,False,False,False
1815,False,False,False,False,False
1816,False,False,False,False,False
1817,False,False,True,False,False
1818,False,False,False,False,False
1819,False,False,True,False,False
1820,False,False,False,False,False
1821,False,False,False,False,False
1822,False,False,False,False,False
1823,False,False,False,False,False
1824,False,False,False,False,False
1825,False,False,False,False,False
1826,False,False,False,False,False
1827,False,False,False,False,False
1828,False,False,False,False,False
1829,False,False,False,False,False
1830,False,False,True,False,False
1831,False,False,True,False,False
1832,False,False,False,False,False
1833,False,False,True,False,False
1834,False,False,True,False,False
1835,False,False,False,False,False
1836,False,False,False,False,False
1837,False,False,True,False,False
1838,False,False,False,False,False
1839,False,False,False,False,False
1840,False,True,False,False,False
1841,False,False,False,False,False
1842,False,False,False,False,False
1843,False,False,False,False,False
1844,False,False,False,False,False
1845,False,False,True,False,False
1846,False,False,True,False,False
1847,False,False,True,False,False
1848,False,False,False,False,False
1849,False,False,False,False,False
1850,False,True,False,True,False
1851,False,False,False,True,False
1852,False,False,False,True,False
1853,False,False,False,False,False
1854,False,False,True,True,False
1855,False,False,False,False,False
1856,False,True,True,True,False
1857,False,True,True,True,False
1858,False,True,False,False,False
1859,False,False,False,False,False
1860,False,True,False,True,False
1861,False,False,False,False,False
1862,False,True,True,True,False
1863,False,False,True,False,False
1864,False,False,True,False,False
1865,False,False,False,False,False
1866,False,False,False,False,False
1867,False,True,False,True,False
1868,False,False,False,False,False
1869,False,False,False,False,False
1870,False,True,True,True,False
1871,False,False,False,False,False
1872,False,False,True,False,False
1873,False,False,True,False,False
1874,False,False,True,False,False
1875,False,False,False,False,False
1876,False,True,True,True,False
1877,False,True,True,True,False
1878,False,False,False,False,False
1879,False,True,False,True,False
1880,False,False,True,False,False
1881,False,False,False,False,False
1882,False,True,False,True,False
1883,False,False,False,False,False
1884,False,True,False,True,False
1885,False,True,False,True,False
1886,False,False,True,True,False
1887,False,False,False,False,False
1888,False,False,False,False,False
1889,False,True,False,True,False
1890,False,True,False,True,False
1891,False,False,True,False,False
1892,False,False,False,False,False
1893,False,False,False,False,False
1894,False,False,False,False,False
1895,False,False,True,True,False
1896,False,False,False,False,False
1897,False,False,True,False,False
1898,False,False,False,False,False
1899,False,False,False,False,False
1900,False,False,False,False,False
1901,False,False,False,False,False
1902,False,False,False,False,False
1903,False,False,False,False,False
1904,False,False,False,False,False
1905,False,False,False,False,False
1906,False,False,False,False,False
1907,False,False,True,False,False
1908,False,False,False,False,False
1909,False,False,False,False,False
1910,False,True,False,True,False
1911,False,True,False,True,False
1912,False,True,False,True,False
1913,False,False,False,False,False
1914,False,True,True,True,False
1915,False,False,True,False,False
1916,False,True,False,True,False
1917,False,True,False,True,False
1918,False,False,False,False,False
1919,False,False,False,False,False
1920,False,False,False,False,False
1921,False,False,False,False,False
1922,False,False,False,False,False
1923,False,True,False,False,False
1924,False,False,False,False,False
1925,False,False,False,False,False
1926,False,False,False,False,False
1927,False,False,False,False,False
1928,False,False,False,False,False
1929,False,False,False,False,False
1930,False,True,False,True,False
1931,False,False,False,False,False
1932,False,False,False,False,False
1933,False,False,False,False,False
1934,False,True,True,True,False
1935,False,False,False,False,False
1936,False,False,True,False,False
1937,False,False,False,False,False
1938,False,False,False,False,False
1939,False,False,False,False,False
1940,False,False,False,False,False
1941,False,False,False,False,False
1942,False,False,False,False,False
1943,False,False,False,False,False
1944,False,False,False,False,False
1945,False,False,False,False,False
1946,False,False,False,True,False
1947,False,False,False,False,False
1948,False,False,False,False,False
1949,False,False,False,False,False
1950,False,False,False,False,False
1951,False,False,False,False,False
1952,False,False,False,False,False
1953,False,False,False,False,False
1954,False,False,False,False,False
1955,False,False,False,False,False
1956,False,False,False,False,False
1957,False,False,False,False,False
1958,False,False,False,False,False
1959,False,False,False,False,False
1960,False,False,False,False,False
1961,False,False,False,False,False
1962,False,True,True,True,False
1963,False,False,True,False,False
1964,False,True,False,False,False
1965,False,True,False,False,False
1966,False,False,False,False,False
1967,False,True,True,True,False
1968,False,True,False,True,False
1969,False,False,False,False,False
1970,False,False,True,False,False
1971,False,False,False,False,False
1972,False,False,False,False,False
1973,False,False,True,False,False
1974,False,False,False,False,False
1975,False,True,False,False,False
1976,False,False,False,False,False
1977,False,False,False,False,False
1978,False,False,False,False,False
1979,False,False,True,False,False
1980,False,False,False,False,False
1981,False,False,False,True,False
1982,False,False,False,False,False
1983,False,False,False,False,False
1984,False,False,False,False,False
1985,False,True,False,True,False
1986,False,True,True,True,False
1987,False,False,False,False,False
1988,False,False,False,False,False
1989,False,False,False,False,False
1990,False,False,True,False,False
1991,False,True,False,True,False
1992,False,False,False,False,False
1993,False,True,False,True,False
1994,False,False,False,False,False
1995,False,False,False,False,False
1996,False,False,True,True,False
1997,False,False,False,False,False
1998,False,True,True,True,False
1999,False,False,False,False,False
2000,False,True,True,True,False
2001,False,True,True,True,False
2002,False,False,False,False,False
2003,False,False,False,False,False
2004,False,False,True,False,False
2005,False,False,False,False,False
2006,False,False,False,False,False
2007,False,False,False,False,False
2008,False,True,False,True,False
2009,False,True,False,False,False
2010,False,True,True,True,False
2011,False,False,False,False,False
2012,False,True,False,True,False
2013,False,False,False,False,False
2014,False,False,False,False,False
2015,False,False,False,False,False
2016,False,False,False,False,False
2017,False,False,False,False,False
2018,False,False,False,False,False
2019,False,False,False,False,False
2020,False,False,False,False,False
2021,False,False,False,False,False
2022,False,False,False,False,False
2023,False,False,False,False,False
2024,False,True,True,True,False
2025,False,False,False,False,False
2026,False,True,False,True,False
2027,False,False,False,False,False
2028,False,True,False,True,False
2029,False,False,False,False,False
2030,False,False,False,False,False
2031,False,False,True,False,False
2032,False,True,False,False,False
2033,False,True,False,True,False
2034,False,False,True,False,False
2035,False,False,False,False,False
2036,False,False,False,False,False
2037,False,False,False,False,False
2038,False,True,False,True,False
2039,False,False,False,False,False
2040,False,False,False,False,False
2041,False,False,False,False,False
2042,False,False,True,False,False
2043,False,False,False,False,False
2044,False,False,False,False,False
2045,False,False,False,False,False
2046,False,False,False,False,False
2047,False,False,False,False,False
2048,False,False,False,False,False
2049,False,False,False,False,False
2050,False,False,False,False,False
2051,False,False,False,False,False
2052,False,False,False,False,False
2053,False,False,False,False,False
2054,False,False,False,False,False
2055,False,True,False,True,False
2056,False,True,False,True,False
2057,False,False,False,False,False
2058,False,True,True,True,False
2059,False,False,False,False,False
2060,False,False,False,False,False
2061,False,True,False,True,False
2062,False,False,False,False,False
2063,False,False,False,False,False
2064,False,False,False,False,False
2065,False,False,False,False,False
2066,False,False,False,False,False
2067,False,False,False,False,False
2068,False,False,False,False,False
2069,False,False,False,False,False
2070,False,False,False,False,False
2071,False,True,False,False,False
2072,False,False,False,False,False
2073,False,False,False,False,False
2074,False,False,False,False,False
2075,False,False,True,False,False
2076,False,True,True,True,False
2077,False,True,False,True,False
2078,False,False,False,False,False
2079,False,False,False,False,False
2080,False,False,False,False,False
2081,False,True,True,True,False
2082,False,False,False,False,False
2083,False,True,False,True,False
2084,False,False,False,False,False
2085,False,True,False,True,False
2086,False,False,False,False,False
2087,False,False,False,False,False
2088,False,False,False,False,False
2089,False,False,False,False,False
2090,False,False,False,False,False
2091,False,True,False,True,False
2092,False,False,False,False,False
2093,False,True,False,True,False
2094,False,True,True,True,False
2095,False,True,False,True,False
2096,False,False,False,False,False
2097,False,False,False,False,False
2098,False,False,False,False,False
2099,False,False,False,False,False
2100,False,False,False,False,False
2101,False,False,False,False,False
2102,False,False,False,False,False
2103,False,False,False,False,False
2104,False,False,False,False,False
2105,False,False,False,False,False
2106,False,False,False,False,False
2107,False,False,False,False,False
2108,False,False,False,False,False
2109,False,False,False,False,False
2110,False,False,False,False,False
2111,False,True,True,True,False
2112,False,False,False,False,False
2113,False,False,False,False,False
2114,False,False,False,False,False
2115,False,True,False,True,False
2116,False,False,False,False,False
2117,False,False,False,False,False
2118,False,False,False,False,False
2119,False,False,False,False,False
2120,False,True,True,True,False
2121,False,True,False,False,False
2122,False,False,False,False,False
2123,False,False,False,False,False
2124,False,False,False,False,False
2125,False,False,False,False,False
2126,False,False,False,False,False
2127,False,False,True,False,False
2128,False,False,True,False,False
2129,False,False,False,False,False
2130,False,False,False,False,False
2131,False,False,False,False,False
2132,False,False,False,False,False
2133,False,False,False,False,False
2134,False,True,True,True,False
2135,False,True,True,True,False
2136,False,True,False,True,False
2137,False,False,False,False,False
2138,False,False,False,False,False
2139,False,False,True,False,False
2140,False,False,True,False,False
2141,False,False,False,False,False
2142,False,False,False,False,False
2143,False,False,False,True,False
2144,False,True,False,False,False
2145,False,False,False,False,False
2146,False,True,False,False,False
2147,False,False,False,False,False
2148,False,True,True,True,False
2149,False,True,False,True,False
2150,False,False,False,False,False
2151,False,False,False,False,False
2152,False,False,False,False,False
2153,False,False,False,False,False
2154,False,False,False,False,False
2155,False,False,False,False,False
2156,False,False,False,False,False
2157,False,False,False,False,False
2158,False,False,False,False,False
2159,False,False,False,False,False
2160,False,False,False,False,False
2161,False,False,False,False,False
2162,False,False,False,False,False
2163,False,False,False,False,False
2164,False,False,False,False,False
2165,False,False,False,False,False
2166,False,False,False,False,False
2167,False,False,False,False,False
2168,False,False,False,False,False
2169,False,False,False,False,False
2170,False,False,False,False,False
2171,False,False,False,False,False
2172,False,False,False,False,False
2173,False,True,False,True,False
2174,False,True,False,True,False
2175,False,False,False,False,False
2176,False,True,False,False,False
2177,False,False,False,False,False
2178,False,False,False,False,False
2179,False,False,False,False,False
2180,False,False,False,False,False
2181,False,False,False,False,False
2182,False,False,False,False,False
2183,False,False,False,False,False
2184,False,False,False,False,False
2185,False,False,False,False,False
2186,False,True,False,True,False
2187,False,True,False,True,False
2188,False,True,True,True,False
2189,False,False,False,False,False
2190,False,False,False,False,False
2191,False,False,False,False,False
2192,False,True,True,True,False
2193,False,False,False,False,False
2194,False,False,False,False,False
2195,False,False,False,False,False
2196,False,False,False,False,False
2197,False,False,False,False,False
2198,False,True,False,True,False
2199,False,False,False,False,False
2200,False,False,False,False,False
2201,False,False,False,False,False
2202,False,False,False,False,False
2203,False,False,False,False,False
2204,False,False,False,False,False
2205,False,False,False,False,False
2206,False,False,True,False,False
2207,False,False,False,False,False
2208,False,False,False,False,False
2209,False,False,False,False,False
2210,False,False,False,False,False
2211,False,False,False,False,False
2212,False,True,False,False,False
2213,False,False,False,False,False
2214,False,False,False,False,False
2215,False,False,False,False,False
2216,False,False,False,False,False
2217,False,True,False,True,False
2218,False,False,False,False,False
2219,False,False,False,False,False
2220,False,False,False,False,False
2221,False,True,True,True,False
2222,False,False,False,False,False
2223,False,False,False,False,False
2224,False,False,False,False,False
